date,home_team,away_team,team,scorer,minute,own_goal,penalty
1928-06-04,Italy,Spain,Spain,José Maria Yermo,47,FALSE,FALSE
1928-06-04,Italy,Spain,Italy,Enrico Rivolta,72,FALSE,FALSE
1928-06-04,Italy,Spain,Italy,Virgilio Levratto,76,FALSE,FALSE
1928-06-04,Italy,Spain,Italy,Virgilio Levratto,77,FALSE,FALSE
1928-06-05,Chile,Mexico,Mexico,Ernesto Sota,15,FALSE,FALSE
1928-06-05,Chile,Mexico,Chile,Guillermo Subiabre,24,FALSE,FALSE
1928-06-05,Chile,Mexico,Chile,Guillermo Subiabre,48,FALSE,FALSE
1928-06-05,Chile,Mexico,Chile,Guillermo Subiabre,89,FALSE,FALSE
1928-06-05,Netherlands,Belgium,Netherlands,Leonardus Ghering,4,FALSE,FALSE
1928-06-05,Netherlands,Belgium,Netherlands,Felix Smeets,6,FALSE,FALSE
1928-06-05,Netherlands,Belgium,Netherlands,Wim Tap,63,FALSE,FALSE
1928-06-05,Netherlands,Belgium,Belgium,Pierre Braine,85,FALSE,FALSE
1928-06-06,Argentina,Egypt,Argentina,Roberto Cherro,10,FALSE,FALSE
1928-06-06,Argentina,Egypt,Argentina,Manuel Ferreira,32,FALSE,FALSE
1928-06-06,Argentina,Egypt,Argentina,Domingo Tarasconi,37,FALSE,FALSE
1928-06-06,Argentina,Egypt,Argentina,Domingo Tarasconi,54,FALSE,FALSE
1928-06-06,Argentina,Egypt,Argentina,Domingo Tarasconi,61,FALSE,FALSE
1928-06-06,Argentina,Egypt,Argentina,Manuel Ferreira,82,FALSE,FALSE
1928-06-07,Uruguay,Italy,Italy,Adolfo Baloncieri,9,FALSE,FALSE
1928-06-07,Uruguay,Italy,Uruguay,Pedro Cea,17,FALSE,FALSE
1928-06-07,Uruguay,Italy,Uruguay,Antonio Campolo,28,FALSE,FALSE
1928-06-07,Uruguay,Italy,Uruguay,Héctor Scarone,31,FALSE,FALSE
1928-06-07,Uruguay,Italy,Italy,Virgilio Levratto,60,FALSE,FALSE
1928-06-08,Netherlands,Chile,Chile,Manuel Bravo Paredes,55,FALSE,FALSE
1928-06-08,Netherlands,Chile,Netherlands,Leonardus Ghering,59,FALSE,FALSE
1928-06-08,Netherlands,Chile,Netherlands,Felix Smeets,66,FALSE,FALSE
1928-06-08,Netherlands,Chile,Chile,Óscar Alfaro,89,FALSE,FALSE
1928-06-09,Italy,Egypt,Italy,Angelo Schiavo,6,FALSE,FALSE
1928-06-09,Italy,Egypt,Egypt,Ali Mohamed Riad,12,FALSE,FALSE
1928-06-09,Italy,Egypt,Italy,Adolfo Baloncieri,14,FALSE,FALSE
1928-06-09,Italy,Egypt,Egypt,Ali Mohamed Riad,16,FALSE,FALSE
1928-06-09,Italy,Egypt,Italy,Elvio Banchero,19,FALSE,FALSE
1928-06-09,Italy,Egypt,Italy,Elvio Banchero,39,FALSE,FALSE
1928-06-09,Italy,Egypt,Italy,Angelo Schiavo,42,FALSE,FALSE
1928-06-09,Italy,Egypt,Italy,Elvio Banchero,44,FALSE,FALSE
1928-06-09,Italy,Egypt,Italy,Adolfo Baloncieri,52,FALSE,FALSE
1928-06-09,Italy,Egypt,Italy,Angelo Schiavo,58,FALSE,FALSE
1928-06-09,Italy,Egypt,Egypt,Moussa Hassan El-Ezam,60,FALSE,FALSE
1928-06-09,Italy,Egypt,Italy,Mario Magnozzi,72,FALSE,FALSE
1928-06-09,Italy,Egypt,Italy,Mario Magnozzi,80,FALSE,FALSE
1928-06-09,Italy,Egypt,Italy,Mario Magnozzi,88,FALSE,FALSE
1928-06-10,Uruguay,Argentina,Uruguay,Pedro Petrone,23,FALSE,FALSE
1928-06-10,Uruguay,Argentina,Argentina,Manuel Ferreira,50,FALSE,FALSE
1928-06-13,Uruguay,Argentina,Uruguay,Roberto Figueroa,17,FALSE,FALSE
1928-06-13,Uruguay,Argentina,Argentina,Luis Monti,28,FALSE,FALSE
1928-06-13,Uruguay,Argentina,Uruguay,Héctor Scarone,73,FALSE,FALSE
1928-07-25,Latvia,Lithuania,Latvia,Arkādijs Pavlovs,2,FALSE,FALSE
1928-07-25,Latvia,Lithuania,Latvia,Alberts Vaters,25,FALSE,FALSE
1928-07-25,Latvia,Lithuania,Latvia,Alberts Vaters,66,FALSE,FALSE
1928-07-26,Estonia,Lithuania,Estonia,Arnold Pihlak,1,FALSE,TRUE
1928-07-26,Estonia,Lithuania,Estonia,Helmuth Räästas,14,FALSE,FALSE
1928-07-26,Estonia,Lithuania,Estonia,Arnold Pihlak,21,FALSE,FALSE
